artist_id,artwork_id,title,date,domaine,medium,type,picture_path
80,1058,Livre Catalogue raisonné,1995 - 2003,"Publication, livre, imprimé, Livre","Publication, livre, imprimé, Livre
Deux volumes reliés dans un emboîtage en carton
Photocopie couleur sur papier millimétré A3 et acrylique sur papier",ouvrage,images/1058.jpg
81,1059,BLOC 2,2017,"Publication, livre, imprimé","Publication, livre, imprimé
Impression encre pigmentaire sur papier neutre format A3 de 700 feuillets, dans un coffrage en bois de peuplier
+ fichier numérique au format .pdf
Impression sur papier",ouvrage,images/1059.jpg
82,1060,Papier peint Le jardin des souvenirs,2017,"Architecture intérieure, Papier peint","Architecture intérieure, Papier peint
Papier peint
Fichier numérique HD pour impression sur dos bleu",architecture,images/1060.jpg
82,1061,Papier peint La résistance du bon goût,2020,"Architecture intérieure, Papier peint","Architecture intérieure, Papier peint
Papier peint réversible conditionné en ramette de 500 feuilles
Impression numérique recto couleur / verso noir & blanc sur papier A4 couché mat 130g",architecture,images/1061.jpg
83,1062,Affiche Le Banquet,2011,"Design graphique, Affiche",Sérigraphie couleur sur papier,graphisme,images/1062.jpg
84,1063,"Chaise Palissade, Hay, Danemark, 2016",2016,,Tirage numérique sur papier Hahnemühle Etching 310g et encre Ultrachrome K3,graphisme,images/1063.jpg
84,1064,"Ronan Bouroullec, dessin, feutre, 2012",2016,,Tirage numérique sur papier Hahnemühle Etching 310g et encre Ultrachrome K3,graphisme,images/1064.jpg
84,1065,"Ronan Bouroullec, dessin, feutre, 2015",2016,,Tirage numérique sur papier Hahnemühle Etching 310g et encre Ultrachrome K3,graphisme,images/1065.jpg
84,1066,"Ronan & Erwan Bouroullec, recherches collection Ovale, Alessi, France, 2010",2016,,Tirage numérique sur papier Hahnemühle Etching 310g et encre Ultrachrome K3,graphisme,images/1066.jpg
84,1067,"Northtiles, écran, Kvadrat, Danemark, 2006",2016,,Tirage numérique sur papier Hahnemühle Etching 310g et encre Ultrachrome K3,graphisme,images/1067.jpg
84,1068,"Collection Wajima, atelier de laquage, Japon, 2009",2016,,Tirage numérique sur papier Hahnemühle Etching 310g et encre Ultrachrome K3,graphisme,images/1068.jpg
84,1069,"Chaise Steelwood, processus de fabrication, Magis, Italie, 2007",2016,,Tirage numérique sur papier Hahnemühle Etching 310g et encre Ultrachrome K3,graphisme,images/1069.jpg
84,1070,"Chaise Steelwood, processus de fabrication, Magis, Italie, 2007",2016,,Tirage numérique sur papier Hahnemühle Etching 310g et encre Ultrachrome K3,graphisme,images/1070.jpg
84,1071,"Chaise Osso, pièces détachées, Mattiazzi, Italie, 2011",2016,,Tirage numérique sur papier Hahnemühle Etching 310g et encre Ultrachrome K3,graphisme,images/1071.jpg
84,1072,"Ronan & Erwan Bouroullec, recherche chaise Vegetal, dessin, feutre, 2006",2016,,Tirage numérique sur papier Hahnemühle Etching 310g et encre Ultrachrome K3,graphisme,images/1072.jpg
84,1073,"Clouds, écran, Kvadrat, Danemark, 2009",2016,,Tirage numérique sur papier Hahnemühle Etching 310g et encre Ultrachrome K3,graphisme,images/1073.jpg
84,1074,"Lustre Gabriel, Swarovski, Château de Versailles, France, 2013",2016,,Tirage numérique sur papier Hahnemühle Etching 310g et encre Ultrachrome K3,graphisme,images/1074.jpg
84,1075,"Erwan Bouroullec, dessin digital, 2012",2016,,Tirage numérique sur papier Hahnemühle Etching 310g et encre Ultrachrome K3,graphisme,images/1075.jpg
84,1076,"Ronan Bouroullec, dessin, feutre, 2012",2016,,Tirage numérique sur papier Hahnemühle Etching 310g et encre Ultrachrome K3,graphisme,images/1076.jpg
84,1077,"Ronan Bouroullec, dessin, feutre, 2012",2016,,Tirage numérique sur papier Hahnemühle Etching 310g et encre Ultrachrome K3,graphisme,images/1077.jpg
84,1078,"Ronan Bouroullec, dessin, feutre, 2007",2016,,Tirage numérique sur papier Hahnemühle Etching 310g et encre Ultrachrome K3,graphisme,images/1078.jpg
84,1079,"Rideau, Ready-made curtain, Kvadrat, Danemark, 2013",2016,,Tirage numérique sur papier Hahnemühle Etching 310g et encre Ultrachrome K3,graphisme,images/1079.jpg
84,1080,"Serif TV, Samsung, Corée, 2015",2016,,Tirage numérique sur papier Hahnemühle Etching 310g et encre Ultrachrome K3,graphisme,images/1080.jpg
84,1081,"Serif TV, prototypes et maquettes de recherche, Samsung, Corée, 2015",2016,,Tirage numérique sur papier Hahnemühle Etching 310g et encre Ultrachrome K3,graphisme,images/1081.jpg
84,1082,"Collection Wajima, atelier de laquage, Japon, 2009",2016,,Tirage numérique sur papier Hahnemühle Etching 310g et encre Ultrachrome K3,graphisme,images/1082.jpg
84,1083,"Chaise Officina, structure en acier, Magis, Italie, 2015",2016,,Tirage numérique sur papier Hahnemühle Etching 310g et encre Ultrachrome K3,graphisme,images/1083.jpg
84,1084,"Collection Diapositive, Glas Italia, Italie, 2014",2016,,Tirage numérique sur papier Hahnemühle Etching 310g et encre Ultrachrome K3,graphisme,images/1084.jpg
84,1085,"Rombini, carrelage, Mutina, Italie, 2015",2016,,Tirage numérique sur papier Hahnemühle Etching 310g et encre Ultrachrome K3,graphisme,images/1085.jpg
